,Fips,Location,TimeFrame,OxycodoneSalesData,HydrocodoneSalesData,DeathsData
816,47,Tennessee,2018,25.19459,13.02124,19.90228
817,48,Texas,2000,2.49553,7.18751,1.83222
818,48,Texas,2001,3.53445,8.33246,2.64296
819,48,Texas,2002,3.90503,9.63631,3.44162
820,48,Texas,2003,4.33016,10.93883,3.62089
821,48,Texas,2004,4.29917,11.87407,3.65968
822,48,Texas,2005,4.05421,12.86119,3.87044
823,48,Texas,2006,4.42268,14.69437,4.58906
824,48,Texas,2007,5.53613,17.69962,4.27396
825,48,Texas,2008,4.93557,17.86101,3.89467
826,48,Texas,2009,5.10751,19.29039,4.63583
827,48,Texas,2010,4.46402,16.88776,4.43722
828,48,Texas,2011,4.66946,18.69558,4.56856
829,48,Texas,2012,4.75137,17.89868,4.35318
830,48,Texas,2013,4.63844,18.13728,3.98341
831,48,Texas,2014,4.75988,16.06108,4.25372
832,48,Texas,2015,5.17627,12.13974,4.66076
833,48,Texas,2016,5.32925,11.47189,4.92218
834,48,Texas,2017,5.2665,10.427,5.11329
835,48,Texas,2018,4.73784,9.2714,4.84787
836,49,Utah,2000,4.93778,5.75694,7.60083
837,49,Utah,2001,7.50745,6.43133,7.8067
838,49,Utah,2002,9.8043,8.12246,9.73293
839,49,Utah,2003,12.11612,9.76671,11.79318
840,49,Utah,2004,14.61436,10.77179,11.84584
841,49,Utah,2005,16.9516,11.68626,14.2498
842,49,Utah,2006,21.33362,12.30714,13.91752
843,49,Utah,2007,25.13781,12.37553,14.67222
844,49,Utah,2008,25.99313,12.68226,13.96125
845,49,Utah,2009,27.27,13.30665,14.74953
846,49,Utah,2010,22.99598,11.62751,12.82772
847,49,Utah,2011,23.38377,12.21804,14.57733
848,49,Utah,2012,25.2469,11.70387,16.13096
849,49,Utah,2013,25.76604,11.68054,15.93184
850,49,Utah,2014,26.70849,11.05294,16.80141
851,49,Utah,2015,27.54118,10.28197,15.94816
852,49,Utah,2016,27.08409,9.44407,16.42824
853,49,Utah,2017,24.27696,8.44205,15.53102
854,49,Utah,2018,21.22754,7.33565,14.79858
855,50,Vermont,2000,7.38345,2.11723,3.55064
856,50,Vermont,2001,7.46696,2.04612,5.02453
857,50,Vermont,2002,9.02062,2.97316,5.79163
858,50,Vermont,2003,10.79437,3.552,7.22186
859,50,Vermont,2004,12.03303,3.85175,6.08417
860,50,Vermont,2005,12.80985,4.31521,6.11665
861,50,Vermont,2006,14.38049,4.67891,9.38295
862,50,Vermont,2007,16.44744,5.18375,8.75785
863,50,Vermont,2008,17.7602,5.19561,8.585
864,50,Vermont,2009,19.29642,6.94435,6.04248
865,50,Vermont,2010,19.85312,5.314,6.83377
866,50,Vermont,2011,19.42688,5.50415,9.06641
867,50,Vermont,2012,19.02846,5.29929,8.64632
868,50,Vermont,2013,18.81361,5.19842,11.58693
869,50,Vermont,2014,18.76377,4.69465,10.97123
870,50,Vermont,2015,17.70536,4.22524,13.40243
871,50,Vermont,2016,16.60781,3.72982,18.42481
872,50,Vermont,2017,14.50186,3.05917,19.99713
873,50,Vermont,2018,12.62795,2.62306,22.77391
874,51,Virginia,2000,6.64995,4.02541,3.39292
875,51,Virginia,2001,7.9776,4.09167,4.18373
876,51,Virginia,2002,8.34498,5.13211,4.66657
877,51,Virginia,2003,9.48731,6.06702,4.81145
878,51,Virginia,2004,9.89397,6.12787,5.10843
879,51,Virginia,2005,9.80799,6.76453,4.70062
880,51,Virginia,2006,11.03927,7.47512,5.26123
881,51,Virginia,2007,12.58124,9.90265,6.42276
882,51,Virginia,2008,13.3972,8.69608,6.19715
883,51,Virginia,2009,15.84477,9.12985,5.9355
884,51,Virginia,2010,15.78273,8.28815,4.80169
885,51,Virginia,2011,17.47331,9.16524,7.05636
886,51,Virginia,2012,18.51523,8.84158,6.5123
887,51,Virginia,2013,18.21569,8.79368,7.64993
888,51,Virginia,2014,18.58697,7.87843,9.10784
889,51,Virginia,2015,18.42387,6.96078,9.87637
890,51,Virginia,2016,17.42777,6.27811,13.54417
891,51,Virginia,2017,14.82412,5.19964,14.81202
892,51,Virginia,2018,12.5633,4.25616,14.25817
893,53,Washington,2000,7.29912,4.76761,5.82321
894,53,Washington,2001,10.39595,5.39125,5.26371
895,53,Washington,2002,11.78209,6.19488,7.35734
896,53,Washington,2003,14.1244,7.23187,7.48547
897,53,Washington,2004,14.4849,7.79472,9.03934
898,53,Washington,2005,15.01866,8.2196,9.23524
899,53,Washington,2006,18.54382,9.16881,10.00991
900,53,Washington,2007,21.12677,9.99272,9.72569
901,53,Washington,2008,23.71164,10.47216,10.08296
902,53,Washington,2009,23.47411,10.9203,10.21506
903,53,Washington,2010,20.81899,10.1479,8.94432
904,53,Washington,2011,20.44114,10.73916,9.88423
905,53,Washington,2012,19.92204,10.22496,9.68501
906,53,Washington,2013,19.58992,10.08523,8.89748
907,53,Washington,2014,19.93835,9.94261,9.21636
908,53,Washington,2015,20.33687,9.47091,9.28703
909,53,Washington,2016,19.45923,8.77179,9.35345
910,53,Washington,2017,17.28316,7.76639,9.64045
911,53,Washington,2018,14.71837,6.67656,9.42774
912,54,West Virginia,2000,10.73888,8.31296,2.81527
913,54,West Virginia,2001,10.79037,8.87277,7.86514
914,54,West Virginia,2002,11.61115,12.29259,10.07068
915,54,West Virginia,2003,12.62792,14.62298,11.238
916,54,West Virginia,2004,13.59147,15.96806,14.23911
917,54,West Virginia,2005,14.63321,18.19974,8.18237
918,54,West Virginia,2006,17.64062,20.69026,16.14658
919,54,West Virginia,2007,19.93549,25.0241,18.97951
920,54,West Virginia,2008,23.62964,26.55607,21.04211
921,54,West Virginia,2009,26.7125,27.0909,10.28868
922,54,West Virginia,2010,27.74757,24.66332,25.64464
923,54,West Virginia,2011,29.251,25.30714,31.5044
924,54,West Virginia,2012,32.59223,24.19384,27.08821
925,54,West Virginia,2013,32.94355,23.24707,27.93704
926,54,West Virginia,2014,33.42824,21.14334,31.6091
927,54,West Virginia,2015,29.43845,18.2945,36.02344
928,54,West Virginia,2016,23.1003,15.40027,43.41488
929,54,West Virginia,2017,17.96597,12.68819,49.60242
930,54,West Virginia,2018,14.26526,9.99138,42.36856
931,55,Wisconsin,2000,5.29916,2.99977,2.0868
932,55,Wisconsin,2001,6.95194,3.53959,2.56563
933,55,Wisconsin,2002,7.9539,4.09844,3.16579
934,55,Wisconsin,2003,10.13629,4.91281,3.69909
935,55,Wisconsin,2004,11.53722,5.2695,3.98852
936,55,Wisconsin,2005,11.32187,5.61023,4.92887
937,55,Wisconsin,2006,14.05383,6.31535,6.0365
938,55,Wisconsin,2007,15.54681,6.97571,6.70593
939,55,Wisconsin,2008,16.95811,7.6791,6.56298
940,55,Wisconsin,2009,18.17885,7.94966,6.90218
941,55,Wisconsin,2010,19.24105,7.84904,7.299
942,55,Wisconsin,2011,20.66503,8.59386,8.33418
943,55,Wisconsin,2012,21.60251,8.33748,8.56312
944,55,Wisconsin,2013,20.27411,8.22054,10.62194
945,55,Wisconsin,2014,20.44673,7.87511,11.12215
946,55,Wisconsin,2015,20.5476,7.21597,11.15311
947,55,Wisconsin,2016,18.762,6.38956,15.78427
948,55,Wisconsin,2017,15.08132,5.47044,16.87178
949,55,Wisconsin,2018,11.5828,4.73376,15.29473
957,56,Wyoming,2007,13.75062,9.85866,4.64978
958,56,Wyoming,2008,14.84612,10.42294,7.63486
959,56,Wyoming,2009,15.48747,10.80241,5.74873
960,56,Wyoming,2010,14.57156,10.32778,8.51929
961,56,Wyoming,2011,15.47061,10.80106,7.47248
962,56,Wyoming,2012,18.56577,11.07858,7.74237
963,56,Wyoming,2013,19.43565,11.0054,8.64886
964,56,Wyoming,2014,20.63788,10.85109,9.29636
965,56,Wyoming,2015,21.83413,10.50396,7.89044
966,56,Wyoming,2016,20.73213,9.55385,8.74569
967,56,Wyoming,2017,18.12706,8.07278,8.73564
968,56,Wyoming,2018,16.12868,6.89577,6.80881
